# Table created by editing the following input table: output/ASV_taxonomic_assignments/ASV_tax_assignments.tsv
# Used command:  dependencies/edit_table_basic.py -v -i output/ASV_taxonomic_assignments/ASV_tax_assignments.tsv --column_names_are_in first_data_line --row_names_are_in_column ASV -o output/ASV_taxonomic_assignments/prokaryotic_ASVs.tsv --processing_order f --omit_rows_by_data 'taxonomy:*\;Chloroplast*,*\;Mitochondria*,Unassigned' --include_comments_in_output --save_output_row_names_under_column ASV --save_output_column_names_in last_comment_line
# Generated on: 2025.12.23 10:10:00
#
# ASV	taxonomy
ASV.10198	Bacteria;Chloroflexota;Dehalococcoidia;GIF9;AB-539-J10;SCGC-AB-539-J10
ASV.10199	Bacteria;Sva0485;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.102	Bacteria;Chloroflexota;Anaerolineae;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.1020	Bacteria;Chloroflexota;Anaerolineae;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.10200	Bacteria;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae
ASV.10201	Bacteria;Candidatus Kryptonia;Kryptonia;Kryptoniales;BSV26;Incertae Sedis;uncultured bacterium
ASV.10202	Bacteria;Candidatus Kryptonia;Kryptonia;Kryptoniales;BSV26;Incertae Sedis;uncultured bacterium
ASV.10203	Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;Aminicenantaceae;Aminicenans
ASV.10204	Archaea;Halobacteriota
ASV.10205	Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;Aminicenantaceae;Aminicenans
ASV.10206	Bacteria;Chloroflexota;Anaerolineae;RBG-13-54-9;Incertae Sedis;Incertae Sedis;uncultured Anaerolineaceae bacterium
ASV.10208	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales
ASV.10209	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.1021	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;ML635J-40 aquatic group;Incertae Sedis;uncultured Bacteroidetes bacterium
ASV.10210	Bacteria;Candidatus Kapabacteria;Kapabacteria;Kapabacteriales;Incertae Sedis;Incertae Sedis
ASV.10211	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Koribacteraceae;Candidatus Koribacter;uncultured Acidobacteria bacterium
ASV.10212	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.10213	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.10214	Bacteria;MBNT15;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.10215	Bacteria;Candidatus Kryptonia;Kryptonia;Kryptoniales;BSV26;Incertae Sedis;uncultured bacterium
ASV.10216	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Incertae Sedis;uncultured bacterium
ASV.10217	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon
ASV.10218	Bacteria;Thermodesulfobacteriota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;uncultured bacterium
ASV.10219	Bacteria;Dependentiae;Babeliae;Babeliales
ASV.1022	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;ML635J-40 aquatic group;Incertae Sedis
ASV.10220	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae
ASV.10221	Bacteria;Elusimicrobiota;Elusimicrobia;Lineage IV;Incertae Sedis;Incertae Sedis
ASV.10222	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Incertae Sedis
ASV.10223	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis
ASV.10224	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Incertae Sedis;uncultured bacterium
ASV.10225	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067
ASV.10226	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Incertae Sedis;Incertae Sedis;uncultured Planctomyces sp.
ASV.10227	Bacteria;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae;Geobacter
ASV.10228	Bacteria;Pseudomonadota;Gammaproteobacteria;CCD24;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.10229	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis
ASV.1023	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Lentimicrobium
ASV.10230	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Incertae Sedis;Incertae Sedis
ASV.10231	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Sulfitobacter
ASV.10232	Bacteria;Pseudomonadota;Gammaproteobacteria;WD260;Incertae Sedis;Incertae Sedis
ASV.10233	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
ASV.10234	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;UTCFX1;uncultured bacterium
ASV.10235	Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.10236	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae
ASV.10237	Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium
ASV.10238	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Pseudolabrys;uncultured bacterium
ASV.10239	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Incertae Sedis;metagenome
ASV.1024	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas
ASV.10240	Bacteria;Acidobacteriota;Holophagae;Subgroup 7;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.10241	Bacteria;Chloroflexota;KD4-96;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.10242	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae
ASV.10243	Bacteria;Pseudomonadota;Alphaproteobacteria
ASV.10245	Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas
ASV.10246	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Croceibacterium
ASV.10248	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Incertae Sedis;uncultured bacterium
ASV.10249	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;Incertae Sedis
ASV.1025	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae
ASV.10250	Bacteria;Pseudomonadota;Alphaproteobacteria;Pelagibacterales;Clade I
ASV.10251	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia
ASV.10252	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Incertae Sedis;uncultured bacterium
ASV.10253	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS4 marine group
ASV.10254	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;uncultured Flavobacteriaceae bacterium
ASV.10255	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
ASV.10256	Bacteria;Pseudomonadota;Alphaproteobacteria;Parvibaculales;PS1 clade;Incertae Sedis;uncultured bacterium
ASV.10257	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;Incertae Sedis
ASV.10258	Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hellea
ASV.10259	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aquibacter
ASV.1026	Bacteria;Chloroflexota;Anaerolineae;Aggregatilineales;A4b;Incertae Sedis
ASV.10260	Bacteria;Pseudomonadota;Alphaproteobacteria;Pelagibacterales;Clade I
ASV.10262	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Incertae Sedis;uncultured Cryomorphaceae bacterium
ASV.10263	Bacteria;Pseudomonadota;Alphaproteobacteria;Pelagibacterales;Clade IV;Incertae Sedis;uncultured marine bacterium
ASV.10264	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halieaceae;OM60(NOR5) clade;uncultured marine bacterium
ASV.10265	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
ASV.10266	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV.10267	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;Incertae Sedis
ASV.10269	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae
ASV.1027	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chloroherpetonaceae;GBChlB;uncultured bacterium
ASV.10270	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS4 marine group
ASV.10271	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
ASV.10272	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Incertae Sedis
ASV.10273	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
ASV.10274	Bacteria;Pseudomonadota;Gammaproteobacteria;Salinisphaerales;Nevskiaceae;Oceanococcus
ASV.10275	Bacteria;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulforhopalus;uncultured delta proteobacterium
ASV.10276	Bacteria;Bacteroidota;Bacteroidia
ASV.10277	Archaea;Thermoproteota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;uncultured archaeon
ASV.10278	Bacteria;Planctomycetota;OM190;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.10279	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Mariniblastus;uncultured bacterium
ASV.1028	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.10280	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;Incertae Sedis
ASV.10281	Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;uncultured Nitrospirae bacterium
ASV.10282	Bacteria;Planctomycetota;OM190;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.10283	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae;Incertae Sedis;Cytophagales bacterium TFI 002
ASV.10284	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;uncultured gamma proteobacterium
ASV.10285	Bacteria;Planctomycetota;OM190;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.10286	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;uncultured gamma proteobacterium
ASV.10287	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae
ASV.10288	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae
ASV.10289	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Sediminicola;Sediminicola luteus
ASV.1029	Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;Incertae Sedis;Incertae Sedis;uncultured marine archaeon
ASV.10290	Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group
ASV.10291	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae
ASV.10292	Bacteria;Planctomycetota;OM190;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.10293	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae
ASV.10294	Bacteria;Pseudomonadota;Gammaproteobacteria;AT-s2-59;Incertae Sedis;Incertae Sedis;uncultured gamma proteobacterium
ASV.10295	Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group
ASV.10296	Bacteria;Actinomycetota;Acidimicrobiia;Actinomarinales;Incertae Sedis;Incertae Sedis
ASV.10297	Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group
ASV.10298	Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
ASV.10299	Bacteria;Planctomycetota;OM190;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.103	Bacteria;Cyanobacteriota;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium PCC-6307;uncultured marine bacterium
ASV.1030	Bacteria;Marinimicrobia (SAR406 clade);Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.10300	Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Lottiidibacillus;Bacillus sp. SA5d-4
ASV.10301	Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group
ASV.10302	Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;uncultured bacterium
ASV.10303	Bacteria;Planctomycetota;OM190;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.10304	Bacteria;Acidobacteriota;Subgroup 22;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.10305	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Mariniblastus;uncultured bacterium
ASV.10306	Bacteria;Pseudomonadota;Gammaproteobacteria
ASV.10307	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae
ASV.10308	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae;Incertae Sedis;uncultured bacterium
ASV.10309	Bacteria;Myxococcota;Polyangiia;Polyangiales;Sandaracinaceae;Incertae Sedis
ASV.1031	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;ML635J-40 aquatic group;Incertae Sedis
ASV.10310	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Incertae Sedis
ASV.10311	Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group
ASV.10312	Bacteria;Actinomycetota;Acidimicrobiia;Actinomarinales;Incertae Sedis;Incertae Sedis
ASV.10313	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Incertae Sedis;uncultured bacterium
ASV.10314	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;Incertae Sedis;metagenome
ASV.10315	Bacteria;Acidobacteriota;Holophagae;Subgroup 7;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.10316	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis
ASV.10317	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
ASV.10318	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Nostocaceae
ASV.10319	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis
ASV.1032	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;ML635J-40 aquatic group;Incertae Sedis;uncultured Bacteroidetes bacterium
ASV.10320	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Incertae Sedis
ASV.10321	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae
ASV.10322	Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Incertae Sedis;uncultured bacterium
ASV.10323	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Incertae Sedis
ASV.10324	Bacteria;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Incertae Sedis
ASV.10325	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;Incertae Sedis;uncultured bacterium
ASV.10326	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.10327	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067
ASV.10328	Bacteria;Cyanobacteriota;Vampirivibrionia;Obscuribacterales;Obscuribacteraceae
ASV.10329	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Incertae Sedis;uncultured bacterium
ASV.1033	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;ML635J-40 aquatic group;Incertae Sedis
ASV.10330	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Incertae Sedis;Incertae Sedis
ASV.10331	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter;uncultured bacterium
ASV.10332	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Incertae Sedis;Incertae Sedis
ASV.10333	Bacteria;Acidobacteriota;Subgroup 22;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured organism
ASV.10334	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Acidobacteriaceae (Subgroup 1);Occallatibacter;uncultured Acidobacteria bacterium
ASV.10335	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.10336	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis;uncultured bacterium
ASV.10337	Bacteria;Acidobacteriota;Subgroup 5;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured Acidobacteria bacterium
ASV.10338	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis
ASV.10339	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;uncultured bacterium
ASV.1034	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.10340	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Pseudolabrys;uncultured bacterium
ASV.10341	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.10342	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
ASV.10343	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Incertae Sedis;Incertae Sedis;metagenome
ASV.10344	Bacteria;Myxococcota;Polyangiia;Haliangiales;Haliangiaceae;Incertae Sedis;uncultured proteobacterium
ASV.10345	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Incertae Sedis;uncultured Methylocystaceae bacterium
ASV.10346	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tautonia
ASV.10347	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Panacibacter
ASV.10348	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;uncultured bacterium
ASV.10349	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis
ASV.1035	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
ASV.10350	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae
ASV.10351	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis
ASV.10352	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;uncultured bacterium
ASV.10353	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter
ASV.10354	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;Planctomycetes bacterium
ASV.10355	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Pontibacter;Pontibacter sp. HMD3030
ASV.10356	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Mariniblastus;uncultured planctomycete
ASV.10357	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;KI89A clade;Incertae Sedis
ASV.10358	Bacteria;Actinomycetota;Acidimicrobiia
ASV.10359	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Mariniblastus
ASV.1036	Bacteria;Bacillota;Clostridia
ASV.10360	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae
ASV.10361	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae
ASV.10362	Bacteria;SAR324 clade(Marine group B);Incertae Sedis;Incertae Sedis;Incertae Sedis;Candidatus Nitrosoarchaeum
ASV.10363	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.10364	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis
ASV.10365	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;A21b;Incertae Sedis
ASV.10366	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Incertae Sedis;uncultured bacterium
ASV.10367	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;uncultured Chitinophagaceae bacterium
ASV.10368	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Incertae Sedis;uncultured bacterium
ASV.10369	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae
ASV.1037	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;Incertae Sedis;uncultured bacterium
ASV.10370	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia
ASV.10371	Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Incertae Sedis;uncultured bacterium
ASV.10372	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis;uncultured soil bacterium
ASV.10373	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Incertae Sedis;uncultured bacterium
ASV.10374	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Microscillaceae
ASV.10375	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ilyomonas;uncultured bacterium
ASV.10376	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis
ASV.10377	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Incertae Sedis
ASV.10378	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis;uncultured Acidobacteria bacterium
ASV.10379	Bacteria;Acidobacteriota;Subgroup 5;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.1038	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Parasegetibacter;Parasegetibacter luojiensis
ASV.10380	Bacteria;Atribacterota;JS1;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.10381	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae
ASV.10382	Archaea
ASV.10383	Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;Incertae Sedis;Incertae Sedis
ASV.10384	Archaea;Asgardarchaeota;Lokiarchaeia;Odinarchaeales;Incertae Sedis
ASV.10385	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Pelolinea
ASV.10386	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales
ASV.10387	Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;MSBL8;Incertae Sedis;uncultured bacterium
ASV.10388	Bacteria;Planctomycetota;OM190;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.10389	Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae
ASV.1039	Bacteria;Pseudomonadota;Alphaproteobacteria
ASV.10390	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae
ASV.10391	Bacteria;Pseudomonadota;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;Thiomicrorhabdus
ASV.10392	Bacteria;Thermodesulfobacteriota;Desulfobacteria;Desulfatiglandales;Desulfatiglandaceae;Desulfatiglans;uncultured bacterium
ASV.10393	Bacteria;Bdellovibrionota;Bacteriovoracia;Bacteriovoracales;Bacteriovoracaceae
ASV.10394	Bacteria;Atribacterota;JS1;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured organism
ASV.10395	Bacteria;WS2;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.10396	Archaea;Methanobacteriota;Thermococci;Methanofastidiosales;Incertae Sedis;Incertae Sedis;uncultured euryarchaeote
ASV.10397	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Incertae Sedis;uncultured bacterium
ASV.10398	Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Cylindrospermopsis CRJ1;cyanobacterium enrichment culture clone CAWBG125
ASV.10399	Bacteria;Actinomycetota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;Incertae Sedis;soda lake metagenome
ASV.104	Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Peptoclostridium
ASV.1040	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.10400	Bacteria;Chloroflexota;Anaerolineae;Aggregatilineales;Incertae Sedis;Incertae Sedis
ASV.10401	Bacteria;Schekmanbacteria;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.10402	Bacteria;Chloroflexota;Anaerolineae;Aggregatilineales;Incertae Sedis;Incertae Sedis
ASV.10403	Bacteria;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Desulfosalsimonas
ASV.10404	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Incertae Sedis;uncultured Bacteroidetes bacterium
ASV.10405	Bacteria;Pseudomonadota;Gammaproteobacteria
ASV.10406	Bacteria;Pseudomonadota;Gammaproteobacteria;B2M28;Incertae Sedis;Incertae Sedis
ASV.10407	Bacteria;Deinococcota;Deinococci;Deinococcales;Trueperaceae;Truepera;uncultured microorganism
ASV.10408	Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales;Fusibacteraceae;Fusibacter;uncultured Firmicutes bacterium
ASV.10409	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon
ASV.1041	Bacteria;Bacillota;Clostridia
